;СОУН;Объект ФНС России;Тип оборудования;Производитель;Модель;Серийный номер;Сервисный номер 2017;Инвентарный номер;Год выпуска;Гарантия;;
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1YP60;77015-7-36-PB1YP60;110134000999;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NM96;77015-7-07-51-PB4NM96;110134000971;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AE30;77015-2-02-44-PB1AE30;110134000860;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME22;77015-3-03-48-PB4ME22;110134000958;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1PG84;77015-9-09-51-PB1PG84;110134000976;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre M4350;ES12432851;77015-11-11-49-ES12432851;110134001059;2013;22.03.2015;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AE89;77015-9-09-34-PB1AE89;110134000854;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME17;77015-2-2-23-PB4ME17;110134000957;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AE93;77015-10-10-54-PB1AE93;110134000858;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre M4350;ES12432145;77015-2-02-41-ES12432145;110134001042;2013;22.03.2015;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre M4350;ES12432854;77015-9-09-38-ES12432854;110134001062;2013;22.03.2015;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB2CZ4G;77015-11-11-36-PB2CZ4G;110134000905;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB2CY7H;77015-11-33-PB2CY7H;110134000921;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1YV56;77015-7-07-47-PB1YV56;110134000927;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME23;77015-1-опер.зал. окно 22-PB4ME23;110134000961;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1YV60;77015-8-08-34-PB1YV60;110134000941;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1YP43;77015-1-опер.зал. окно 14-PB1YP43;110134001005;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1PG79;77015-6-06-29-PB1PG79;110134001017;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre M4350;ES12432857;77015-9-09-52-ES12432857;110134001065;2013;22.03.2015;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1YP62;77015-8-08-52-PB1YP62;110134001012;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1PF99;77015-9-09-55-PB1PF99;110134000841;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1YV47;77015-7-07-47-PB1YV47;110134000924;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PR05;77015-9-09-53-PB4PR05;110134000837;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PP54;77015-2-02-42-PB4PP54;110134000883;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PP53;77015-11-11-52-PB4PP53;110134000892;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB2CZ7N;77015-8-08-47-PB2CZ7N;110134000897;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1PG02;77015-1-опер.зал. окно 18-PB1PG02;110134000937;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre M4350;ES12432654;77015-9-09-47-ES12432654;110134001050;2013;22.03.2015;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1YW08;77015-7-07-45-PB1YW08;110134001021;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre M4350;ES12432814;77015-1-Администратор опер.зала-ES12432814;110134001053;2013;22.03.2015;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre M4350;ES12432848;77015-9-09-54-ES12432848;110134001056;2013;22.03.2015;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NX81;77015-8-08-47-PB4NX81;110134000871;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1YV61;77015-1-опер.зал. окно 19-PB1YV61;110134000934;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1YV62;77015-9-09-48-PB1YV62;110134000910;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1ME18;77015-9-09-37-PB4ME18;110134000951;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1YW18;77015-6-06-31-PB1YW18;110134000931;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre M4350;ES12432049;77015-7-07-49-ES12432049;110134001038;2013;22.03.2015;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AE31;77015-9-09-55-PB1AE31;110134000878;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB2CT8A;77015-8-08-35-PB2CT8A;110134000918;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME19;77015-7-07-47-PB4ME19;110134000948;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB6L5HP;77015-9-09-49-PB6L5HP;110134001002;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB2CV0C;77015-9-09-37-PB2CV0C;110134000848;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MD78;77015-2-02-41-PB4MD78;110134000857;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1XH41;77015-6-06-29-PB1XH41;110134001010;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AE28;77015-9-09-55-PB1AE28;110134000886;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MD74;77015-11-11-37-PB4MD74;110134000968;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre M4350;ES12451052;77015-11-11-53-ES12451052;110134001070;2013;22.03.2015;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME24;77015-7-07-46-PB4ME24;110134000866;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME27;77015-9-09-44-PB4ME27;110134000869;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB2CV0N;77015-10-10-34-PB2CV0N;110134000902;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MD80;77015-3-03-48-PB4MD80;110134000985;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NZ85;77015-2-02-45-PB4NZ85;110134000889;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB2CT9Y;77015-2-02-33-PB2CT9Y;110134000835;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NW57;77015-10-10-47-PB4NW57;110134000867;2013;03.07.2018;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130334;77015-10-10-47-L0312130334;2013-ДИТ10-00046;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130340;77015-10-10-37-L0312130340;2013-ДИТ10-00049;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130281;77015-6-06-44-L0312130281;2013-ДИТ10-00026;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130276;77015-8-08-54-L0312130276;2013-ДИТ10-00029;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130427;77015-8-08-51-L0312130427;2013-ДИТ10-00038;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130432;77015-7-07-56-L0312130432;2013-ДИТ10-00052;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130436;77015-6-06-29-L0312130436;2013-ДИТ10-00009;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130440;77015-2-02-44-L0312130440;2013-ДИТ10-00012;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130439;77015-10-10-46-L0312130439;2013-ДИТ10-00024;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130274;77015-6-06-39-L0312130274;2013-ДИТ10-00041;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130422;77015-7-07-45-L0312130422;2013-ДИТ10-00058;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130443;77015-10-10-35-L0312130443;2013-ДИТ10-00035;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130260;77015-10-10-37-L0312130260;2013-ДИТ10-00015;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130292;77015-11-11-48-L0312130292;2013-ДИТ10-00018;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130342;77015-8-08-34-L0312130342;2013-ДИТ10-00047;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130343;77015-3-03-48 Уч. Класс-L0312130343;2013-ДИТ10-00061;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130425;77015-9-09-33 Уч. Класс-L0312130425;2013-ДИТ10-00006;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130286;77015-2-02-39-L0312130286;2013-ДИТ10-00022;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130290;77015-11-11-44-L0312130290;2013-ДИТ10-00032;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130284;77015-7-07-36-L0312130284;2013-ДИТ10-00013;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130341;77015-7-07-34-L0312130341;2013-ДИТ10-00055;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130441;77015-10-10-43-L0312130441;2013-ДИТ10-00050;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130325;77015-11-11-49-L0312130325;2013-ДИТ10-00039;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130331;77015-11- 11-46-L0312130331;2013-ДИТ10-00056;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130434;77015-2-02-42-L0312130434;2013-ДИТ10-00042;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130426;77015-9-09-55-L0312130426;2013-ДИТ10-00007;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130283;77015-2-02-42-L0312130283;2013-ДИТ10-00010;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130418;77015-10-10-36-L0312130418;2013-ДИТ10-00033;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130275;77015-2-02-44-L0312130275;2013-ДИТ10-00019;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130430;77015-7- 07-52-L0312130430;2013-ДИТ10-00021;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130433;77015-10-10-36-L0312130433;2013-ДИТ10-00027;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130435;77015-9-09-49-L0312130435;2013-ДИТ10-00008;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130429;77015-2-02-44-L0312130429;2013-ДИТ10-00036;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130337;77015-6-06-51-L0312130337;2013-ДИТ10-00053;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130419;77015-2-02-41 Склад-L0312130419;2013-ДИТ10-00044;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130333;77015-7-07-39-L0312130333;2013-ДИТ10-00062;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130280;77015-11-11-46-L0312130280;2013-ДИТ10-00016;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130420;77015-8-08-39-L0312130420;2013-ДИТ10-00030;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130288;77015-2-02-44-L0312130288;2013-ДИТ10-00059;2013;01.12.2014;!;!
!;7710;ИФНС России №10 по Москве;Рабочая станция (Тип 2);LightCom;Optimum;L0312130282;77015-7-07-56-L0312130282;2013-ДИТ10-00023;2013;01.12.2014;!;!
